participante,dispositivo,tiempo_min,quiz_porcentaje,case_porcentaje,reporte_entregado,encuesta_promedio,error_reportado,comentario_abierto,mejora_sugerida
P1,,,,,,,,
P2,,,,,,,,
P3,,,,,,,,
P4,,,,,,,,
P5,,,,,,,,
